7,Standing,209171831422000,-7.97,5.71,-0.89;
7,Standing,209171871614000,-7.74,5.86,-0.69;
7,Standing,209171911500000,-8.05,6.05,-0.31;
7,Standing,209171951509000,-8.35,5.52,-0.34;
7,Standing,209172031465000,-8.05,5.41,-0.95;
7,Standing,209172071534000,-7.74,5.33,-1.38;
7,Standing,209172111512000,-7.78,5.24,-1.5;
7,Standing,209172151521000,-8.01,5.41,-0.93;
7,Standing,209172231568000,-8.43,5.75,-0.23;
7,Standing,209172271607000,-8.54,5.43,-0.31;
7,Standing,209172311555000,-8.12,5.43,-0.38;
7,Standing,209172351502000,-7.78,5.24,-1.08;
7,Standing,209172431611000,-7.82,5.6,-1.5;
7,Standing,209172471620000,-8.08,5.67,-0.72;
7,Standing,209172511354000,-8.5,5.6,-0.04;
7,Standing,209172551393000,-8.62,5.75,-0.11;
7,Standing,209172631471000,-7.97,5.43,-0.89;
7,Standing,209172671632000,-7.82,5.24,-1.27;
7,Standing,209172711488000,-7.78,5.37,-1.46;
7,Standing,209172752229000,-7.86,5.28,-1.31;
7,Standing,209172831391000,-8.43,5.94,-0.23;
7,Standing,209172871614000,-8.54,5.98,0.42;
7,Standing,209172911500000,-8.47,5.24,-0.27;
7,Standing,209172952088000,-8.05,5.43,-1.23;
7,Standing,209173031465000,-8.12,5.09,-1.42;
7,Standing,209173071595000,-8.05,4.71,-1.61;
7,Standing,209173111543000,-8.28,4.86,-1.8;
7,Standing,209173151521000,-8.05,5.41,-1.38;
7,Standing,209173231446000,-8.31,6.85,1.38;
7,Standing,209173231446000,-8.31,6.85,1.38;
7,Standing,209173321473000,-8.01,4.82,-1.31;
7,Standing,209173361451000,-8.05,5.24,-1.54;
7,Standing,209173401490000,-7.78,5.28,-1.46;
7,Standing,209173481507000,-7.89,5.6,-1.18;
7,Standing,209173521516000,-8.16,5.83,-0.23;
7,Standing,209173563996000,-8.43,6.21,0.99;
7,Standing,209173601502000,-8.47,6.02,0.15;
7,Standing,209173681489000,-7.97,4.99,-1.33;
7,Standing,209173721498000,-8.01,4.86,-1.5;
7,Standing,209173761537000,-8.01,5.09,-1.46;
7,Standing,209173801454000,-7.97,5.41,-1.31;
7,Standing,209173881501000,-8.31,6.28,0.57;
7,Standing,209173921479000,-8.35,5.98,0.61;
7,Standing,209173961518000,-8.16,5.33,-0.61;
7,Standing,209174001496000,-7.93,5.09,-1.38;
7,Standing,209174081483000,-7.74,5.56,-1.33;
7,Standing,209174125703000,-7.82,5.6,-0.93;
7,Standing,209174162080000,-8.39,5.48,-0.42;
7,Standing,209174201570000,-8.43,5.63,0.04;
7,Standing,209174281617000,-7.97,5.63,-0.61;
7,Standing,209174321595000,-7.97,5.33,-0.89;
7,Standing,209174361482000,-7.86,5.37,-1.08;
7,Standing,209174401521000,-8.01,5.56,-1.04;
7,Standing,209174481507000,-8.39,4.71,-0.99;
7,Standing,209174521516000,-8.28,4.67,-1.14;
7,Standing,209174561494000,-7.63,6.13,-0.57;
7,Standing,209174601502000,-7.44,7.4,0.3;
7,Standing,209174681489000,-8.69,4.94,-0.61;
7,Standing,209174721467000,-8.66,4.21,-1.14;
7,Standing,209174761506000,-8.47,4.25,-1.46;
7,Standing,209174801484000,-8.05,4.94,-1.65;
7,Standing,209174881471000,-7.5,6.28,-0.93;
7,Standing,209174921449000,-7.63,7.44,0.91;
7,Standing,209174961549000,-8.69,5.9,0.99;
7,Standing,209175001527000,-8.73,4.71,-0.72;
7,Standing,209175081605000,-8.12,5.18,-1.84;
7,Standing,209175121522000,-7.55,5.9,-1.38;
7,Standing,209175161439000,-7.55,6.4,-0.76;
7,Standing,209175201509000,-8.12,5.71,0;
7,Standing,209175281465000,-7.74,5.41,-0.8;
7,Standing,209175339234000,-7.74,5.94,-1.14;
7,Standing,209175374879000,-7.97,5.83,-0.95;
7,Standing,209175412293000,-8.35,5.33,-0.8;
7,Standing,209175451539000,-8.73,4.56,-0.69;
7,Standing,209175531404000,-7.86,5.63,-0.99;
7,Standing,209175571931000,-7.7,5.9,-0.99;
7,Standing,209175611421000,-8.05,5.83,-0.99;
7,Standing,209175651490000,-7.93,5.28,-0.89;
7,Standing,209175731538000,-8.12,5.63,-0.76;
7,Standing,209175771638000,-8.05,5.37,-0.89;
7,Standing,209175813691000,-8.24,5.28,-1.18;
7,Standing,209175851869000,-8.01,5.33,-1.27;
7,Standing,209175891542000,-7.74,5.6,-1.23;
7,Standing,209175973115000,-7.78,5.86,-0.69;
7,Standing,209176011445000,-7.86,6.09,-0.19;
7,Standing,209176051515000,-7.93,5.75,-0.34;
7,Standing,209176131471000,-8.28,5.22,-1.14;
7,Standing,209176171662000,-7.97,5.24,-1.14;
7,Standing,209176211396000,-8.12,5.01,-1.14;
7,Standing,209176254487000,-8.31,5.22,-1.31;
7,Standing,209176331605000,-7.86,6.17,-0.34;
7,Standing,209176371614000,-8.24,6.13,0.04;
7,Standing,209176411561000,-8.16,5.18,-0.61;
7,Standing,209176451509000,-8.16,5.41,-1.14;
7,Standing,209176531465000,-7.78,5.6,-1.38;
7,Standing,209176571595000,-8.05,5.28,-1.38;
7,Standing,209176611421000,-8.43,5.01,-0.89;
7,Standing,209176651643000,-8.5,5.37,0;
7,Standing,209176731538000,-7.97,5.71,-0.8;
7,Standing,209176771668000,-7.7,5.98,-0.99;
7,Standing,209176814332000,-7.78,5.9,-0.8;
7,Standing,209176851502000,-8.16,5.01,-0.93;
7,Standing,209176931611000,-8.12,5.09,-1.23;
7,Standing,209176971528000,-7.86,5.63,-1.31;
7,Standing,209177011445000,-8.12,5.41,-1.12;
7,Standing,209177051515000,-8.58,4.86,-0.8;
7,Standing,209177131471000,-8.05,5.41,-0.69;
7,Standing,209177171662000,-8.05,5.63,-0.72;
7,Standing,209177211457000,-7.89,5.6,-0.65;
7,Standing,209177251496000,-7.89,5.67,-0.53;
7,Standing,209177331483000,-8.05,5.28,-0.61;
7,Standing,209177331483000,-8.05,5.28,-0.61;
7,Standing,209177431489000,-8.16,5.52,-0.65;
7,Standing,209177471467000,-8.2,5.22,-0.72;
7,Standing,209177511689000,-8.2,5.22,-0.93;
7,Standing,209177551515000,-7.97,5.41,-0.99;
7,Standing,209177631440000,-7.78,5.94,-0.61;
7,Standing,209177671510000,-8.16,5.41,-0.69;
7,Standing,209177791291000,-8.05,5.41,-0.69;
7,Standing,209177791291000,-8.05,5.41,-0.69;
7,Standing,209177831361000,-8.12,5.43,-0.72;
7,Standing,209177871400000,-8.16,5.24,-0.84;
