19,Upstairs,131315161623000,3.26,3.68,1.42;
19,Upstairs,131315241640000,19.95,8.35,-3.21;
19,Upstairs,131315281587000,12.87,-3.11,-2.03;
19,Upstairs,131315321565000,6.78,-1.14,-1.27;
19,Upstairs,131315361635000,9.11,1.65,-0.76;
19,Upstairs,131315441560000,3.02,1.69,0.42;
19,Upstairs,131315481599000,2.14,1.46,0.57;
19,Upstairs,131315521516000,4.75,1.95,0;
19,Upstairs,131315561678000,11.26,3.11,-1.65;
19,Upstairs,131315641481000,14.21,3.3,-1.92;
19,Upstairs,131315681612000,16.55,4.67,-0.61;
19,Upstairs,131315721468000,15.85,1.73,1.12;
19,Upstairs,131315761507000,12.91,4.4,-1.5;
19,Downstairs,131326391634000,2.49,10.34,0.15;
19,Downstairs,131326431520000,2.3,10.31,-2.6;
19,Downstairs,131326471468000,0.19,6.97,1.95;
19,Downstairs,131326551454000,-0.27,4.29,-1.42;
19,Downstairs,131326591646000,-1.61,4.63,-1.54;
19,Downstairs,131326631532000,0.38,11.07,-2.76;
19,Downstairs,131326671480000,-0.15,12.41,-1.73;
19,Downstairs,131326711580000,-0.46,9.58,3.06;
19,Downstairs,131326791689000,0.89,5.28,1.92;
19,Downstairs,131326831667000,0.38,10.46,9.19;
19,Downstairs,131326871675000,5.56,10.88,0.61;
19,Downstairs,131326951479000,1.33,17.43,-3.21;
19,Downstairs,131326992189000,-1.04,17.97,-0.84;
19,Downstairs,131327031648000,-0.53,11.92,0.15;
19,Downstairs,131327071474000,1.18,10.08,1.76;
19,Downstairs,131327151643000,4.71,7.12,4.29;
19,Downstairs,131327191804000,3.64,1.08,1.42;
19,Downstairs,131327231508000,2.3,4.79,-1.61;
19,Downstairs,131327271761000,-0.72,16.32,-0.65;
19,Downstairs,131327311708000,-2.56,10.12,4.14;
19,Downstairs,131327391603000,-0.93,8.31,0.57;
19,Downstairs,131327431642000,-1.27,5.52,-1.08;
19,Downstairs,131327471468000,-1.38,0.99,1.95;
19,Downstairs,131327551424000,4.25,-0.34,-2.03;
19,Downstairs,131327591646000,6.24,13.48,-2.15;
19,Downstairs,131327631502000,1.61,16.17,1.99;
19,Downstairs,131327672700000,2.37,11.54,2.64;
19,Downstairs,131327851381000,2.75,6.47,0.15;
19,Downstairs,131327851381000,2.75,6.47,0.15;
19,Downstairs,131327851381000,2.75,6.47,0.15;
19,Downstairs,131327891481000,2.14,4.94,-0.89;
19,Downstairs,131327931490000,1.14,2.83,0.15;
19,Downstairs,131327971620000,0.76,0.76,-0.53;
19,Downstairs,131328011720000,1.38,18.01,-0.61;
19,Downstairs,131328091615000,-4.63,14.52,5.75;
19,Downstairs,131328131502000,1.99,9.96,0.11;
19,Downstairs,131328171510000,6.28,8.73,-0.76;
19,Downstairs,131328251497000,5.75,1.12,1.65;
19,Downstairs,131328291597000,2.91,10.73,-0.84;
19,Downstairs,131328331483000,1.38,19.65,-0.57;
19,Downstairs,131328371584000,4.14,14.33,6.59;
19,Downstairs,131328451509000,6.7,9.28,-2.68;
19,Downstairs,131328491579000,0.53,1.92,2.37;
19,Downstairs,131328531648000,-2.79,1.61,-1.42;
