19,Walking,130533741548000,-5.22,14.71,-0.61;
19,Walking,130533781648000,-3.17,6.02,-1.5;
19,Walking,130533821504000,-1.57,2.96,-0.08;
19,Walking,130533861452000,-2.72,7.5,0.34;
19,Walking,130533981294000,-1.8,4.79,-0.27;
19,Walking,130533981294000,-1.8,4.79,-0.27;
19,Walking,130534021913000,-3.53,8.12,-0.42;
19,Walking,130534061647000,-4.44,9.11,0.08;
19,Walking,130534141603000,-3.34,10,-0.27;
19,Walking,130534181642000,-2.03,12.41,-0.89;
19,Walking,130534221468000,2.22,16.02,5.43;
19,Walking,130534261568000,3.87,14.6,5.9;
19,Walking,130534301668000,-0.57,12.49,-3.41;
19,Walking,130534381471000,-9.53,19.04,-0.72;
19,Walking,130534421571000,-7.82,9.85,-2.56;
19,Walking,130534461519000,-2.07,3.87,-2.6;
19,Walking,130534541475000,-6.4,0.84,-1.5;
19,Walking,130534581453000,2.45,1.88,-0.11;
19,Walking,130534621614000,-1.57,2.41,-2.72;
19,Walking,130534661623000,-2.83,9.15,7.04;
19,Walking,130534701662000,-0.57,19.42,7.7;
19,Walking,130534781435000,0.89,15.43,0.72;
19,Walking,130534821474000,-3.53,14.41,-2.96;
19,Walking,130534861543000,-3.91,3.6,3.02;
19,Walking,130534901552000,-1.95,4.86,-2.18;
19,Walking,130534981477000,-3.64,8.73,-0.53;
19,Walking,130535021516000,-1.38,3.34,-0.08;
19,Walking,130535061525000,-1.92,4.14,-0.31;
19,Walking,130535101533000,-4.48,8.05,-0.69;
19,Walking,130535181612000,-3.21,9.81,-0.93;
19,Walking,130535221468000,-2.41,11.37,-0.93;
19,Walking,130535261598000,-1.54,13.76,-0.34;
19,Walking,130535302309000,2.14,16.32,4.52;
19,Walking,130535381319000,1.12,12.07,-2.91;
19,Walking,130535421938000,-0.99,14.29,-1.27;
19,Walking,130535461641000,-5.79,19.19,0.04;
19,Walking,130535541475000,-4.9,4.9,-3.17;
19,Walking,130535581605000,-2.91,1.92,-2.34;
19,Walking,130535621492000,-3.26,1.57,-0.19;
19,Walking,130535661653000,-5.05,1.65,-0.99;
19,Walking,130535701540000,-5.37,0.53,-0.99;
19,Walking,130535781587000,2.79,16.04,12.87;
19,Walking,130535821474000,4.29,16.63,0.8;
19,Walking,130535861543000,5.48,14.41,3.41;
19,Walking,130535901521000,1.23,6.93,-4.75;
19,Walking,130535983491000,-9.58,15.85,-8.5;
19,Walking,130536021577000,-10.04,6.32,-0.93;
19,Walking,130536061525000,-10.84,6.09,-0.27;
19,Walking,130536141603000,-0.38,7.31,-2.22;
19,Walking,130536181459000,2.87,11.11,-1.65;
19,Walking,130536221620000,2.75,13.29,-0.04;
19,Walking,130536261629000,0.65,10.04,-0.38;
19,Walking,130536341554000,-4.4,9.19,0.3;
19,Walking,130536381471000,-3.6,8.24,0.69;
19,Walking,130536421480000,-1.08,7.44,-0.84;
19,Walking,130536461519000,-0.46,7.08,-1.54;
19,Walking,130536501649000,-1.14,8.69,-1.04;
19,Walking,130536581453000,-0.5,10.57,-1.54;
19,Walking,130536621492000,-1.76,16.59,0.69;
19,Walking,130536661623000,-2.87,18.16,-2.3;
19,Walking,130536741487000,-10.65,15.94,-1.84;
19,Walking,130536781465000,-10.53,9.38,-0.95;
19,Walking,130536821626000,-7.27,2.98,-0.61;
19,Walking,130536863496000,-2.37,1.31,-0.34;
19,Walking,130536901643000,-1.27,1.88,-2.45;
19,Walking,130536981447000,-4.06,-0.27,-0.53;
19,Walking,130537021486000,-2.03,-0.23,0.65;
19,Walking,130537061525000,1.84,11.45,12.95;
19,Walking,130537141603000,-0.08,10.34,-0.61;
19,Walking,130537181490000,-10.08,13.44,6.85;
19,Walking,130537221498000,-15.32,14.79,-6.85;
19,Walking,130537261659000,-5.09,3.21,-2.83;
19,Walking,130537341524000,-2.26,6.63,-1.27;
19,Walking,130537381471000,-0.42,5.6,-1.08;
19,Walking,130537421480000,-0.61,8.01,-0.8;
19,Walking,130537461641000,-1.23,7.78,-0.08;
19,Walking,130537541597000,-1.99,12.91,-0.11;
19,Walking,130537581483000,-4.79,13.59,1.38;
19,Walking,130537621614000,-1.18,13.82,-1.61;
19,Walking,130537662630000,3.83,14.14,4.44;
19,Walking,130537741609000,-2.79,15.28,-1.54;
19,Walking,130537781557000,-4.44,18.92,-1.14;
19,Walking,130537821626000,-7.59,18.43,-2.34;
19,Walking,130537861513000,-7.89,8.31,-1.5;
19,Walking,130537941499000,-4.9,1.12,-3.99;
19,Walking,130537981599000,-3.06,-0.8,-3.26;
19,Walking,130538021486000,-3.83,-0.95,-2.76;
19,Walking,130538061525000,-5.18,-0.15,-1.61;
19,Walking,130538141603000,-14.56,16.74,11.3;
19,Walking,130538181490000,-4.9,11.11,0.99;
19,Walking,130538221590000,-7.35,11.88,-7.25;
19,Walking,130538261507000,-7.46,11.99,0.27;
19,Walking,130538341646000,-4.14,6.82,-2.41;
19,Walking,130538381776000,-6.4,12.79,-2.15;
19,Walking,130538421480000,-2.83,7.7,0.19;
19,Walking,130538461519000,-0.76,4.33,0.46;
19,Walking,130538541475000,-1.76,8.62,0.57;
19,Walking,130538581453000,-2.41,10,0.11;
19,Walking,130538621645000,-2.37,11.99,-0.08;
19,Walking,130538661501000,-0.8,13.82,1.04;
19,Walking,130538741579000,4.14,13.95,1.92;
19,Walking,130538781465000,0,12.18,-2.41;
19,Walking,130538821626000,-2.26,17.69,-1.46;
19,Walking,130538861482000,-5.41,19.11,-0.19;
19,Walking,130538941469000,-7.74,5.41,-0.84;
19,Walking,130538981508000,-5.05,1.99,-3.26;
19,Walking,130539022615000,-4.9,1.08,-3.72;
19,Walking,130539061525000,-5.24,-0.19,-2.83;
19,Walking,130539141481000,-4.44,2.96,2.87;
19,Walking,130539181490000,-9.7,17.54,17.08;
19,Walking,130539221468000,-5.9,13.29,0.38;
